N,Z,A,Element,Origin,Mass Excess [keV],ME unc [keV],Binding Energy [keV],BE unc [keV],B?,B- decay Energy [keV],B-decay En unc [keV]
138,91,229,Pa,,29897,3,7629.874,0.014,B+,311,4     22
137,92,229,U,#NAME?,31211,6,7620.721,0.026,B+,1314,7     22
136,93,229,Np,#NAME?,33780,90,7606.1,0.4,B+,2570,90     22
135,94,229,Pu,#NAME?,37400,50,7586.88,0.22,B+,3620,100     22
134,95,229,Am,#NAME?,42150,90,7562.7,0.4,B+,4750,100     22
144,86,230,Rn,x,42050,200,7596,1,B-,2560,200.    23
143,87,230,Fr,,39487,7,7603.704,0.028,B-,4970,12     23
142,88,230,Ra,x,34516,10,7621.91,0.04,B-,678,19     23
141,89,230,Ac,x,33838,16,7621.46,0.07,B-,2976,16     23
140,90,230,Th,,30862.6,1.2,7630.996,0.005,B-,-1311,2.8   23
139,91,230,Pa,,32174,3,7621.895,0.013,B-,559,5     23
138,92,230,U,#NAME?,31615,5,7620.922,0.02,,*,23
137,93,230,Np,#NAME?,35240,50,7601.78,0.22,B+,3620,50     23
136,94,230,Pu,#NAME?,36934,15,7590.99,0.06,B+,1700,50     23
135,95,230,Am,#NAME?,42930,130,7562,1,B+,6000,130.    23
145,86,231,Rn,x,46450,300,7579,1,B-,4370,300.    23
144,87,231,Fr,x,42081,8,7594.5,0.03,B-,3864,14     23
143,88,231,Ra,,38216,11,7607.84,0.05,B-,2454,17     23
142,89,231,Ac,x,35763,13,7615.08,0.06,B-,1947,13     23
141,90,231,Th,,33815.9,1.2,7620.118,0.005,B-,391.5,1.5   23
140,91,231,Pa,,33424.4,1.8,7618.426,0.008,,*,23
139,92,231,U,#NAME?,33806,2.7,7613.387,0.012,B+,381.6,2.0   23
138,93,231,Np,#NAME?,35620,50,7602.13,0.22,B+,1820,50     23
137,94,231,Pu,#NAME?,38309,23,7587.12,0.1,B+,2680,60     23
136,95,231,Am,x,42410,300,7566,1,B+,4100,300.    23
135,96,231,Cm,x,47270,300,7542,1,B+,4860,420.    23
145,87,232,Fr,x,46073,14,7579.35,0.06,B-,5576,17     23
144,88,232,Ra,,40497,9,7600.01,0.04,B-,1343,16     23
143,89,232,Ac,x,39154,13,7602.42,0.06,B-,3708,13     23
142,90,232,Th,,35446.8,1.4,7615.033,0.006,B-,-500,8     23
141,91,232,Pa,+,35947,8,7609.51,0.03,B-,1337,7     23
140,92,232,U,,34609.5,1.8,7611.897,0.008,,*,23
139,93,232,Np,-,37360,100,7597,0,B+,2750,100.    23
138,94,232,Pu,#NAME?,38363,18,7588.97,0.08,B+,1000,100.    23
137,95,232,Am,x,43340,300,7564,1,B+,4980,300.    23
136,96,232,Cm,#NAME?,46310,200,7548,1,B+,2970,360.    23
146,87,233,Fr,x,48920,20,7569.24,0.08,B-,4586,21     23
145,88,233,Ra,,44334,9,7585.56,0.04,B-,3026,16     23
144,89,233,Ac,x,41308,13,7595.19,0.06,B-,2576,13     23
143,90,233,Th,,38731.7,1.4,7602.893,0.006,B-,1242.2,1.1   23
142,91,233,Pa,,37489.5,1.3,7604.866,0.006,B-,570.3,2.0   23
141,92,233,U,,36919.2,2.3,7603.956,0.01,,*,23
140,93,233,Np,#NAME?,37950,50,7596.18,0.22,B+,1030,50     23
139,94,233,Pu,#NAME?,40050,50,7583.8,0.22,B+,2100,70     23
138,95,233,Am,#NAME?,43260,100,7567,0,B+,3210,110.    23
137,96,233,Cm,#NAME?,47290,70,7546,0.3,B+,4030,120.    23
136,97,233,Bk,#NAME?,52860,220,7519,1,B+,5570,240.    23
146,88,234,Ra,x,46931,8,7576.54,0.04,B-,2089,16     23
145,89,234,Ac,x,44841,14,7582.13,0.06,B-,4228,14     23
144,90,234,Th,#NAME?,40613,2.6,7596.855,0.011,B-,274,3     23
143,91,234,Pa,IT,40339,4,7594.683,0.017,B-,2194,4     23
142,92,234,U,,38145,1.1,7600.715,0.005,,*,23
141,93,234,Np,-,39955,8,7589.64,0.04,B+,1810,8     23
140,94,234,Pu,#NAME?,40350,7,7584.605,0.029,B+,395,11     23
139,95,234,Am,#NAME?,44460,160,7564,1,B+,4110,160.    23
138,96,234,Cm,#NAME?,46725,17,7550.68,0.07,B+,2260,160.    23
137,97,234,Bk,#NAME?,53460,140,7519,1,B+,6730,140.    23
147,88,235,Ra,x,51130,300,7561,1,B-,3770,300.    23
146,89,235,Ac,x,47357,14,7573.5,0.06,B-,3339,19     23
145,90,235,Th,x,44018,13,7584.39,0.06,B-,1729,19     23
144,91,235,Pa,x,42289,14,7588.41,0.06,B-,1370,14     23
143,92,235,U,,40918.8,1.1,7590.914,0.005,,*,23
142,93,235,Np,,41043.1,1.4,7587.056,0.006,B+,124.3,0.9   23
141,94,235,Pu,#NAME?,42182,21,7578.88,0.09,B+,1139,20     23
140,95,235,Am,#NAME?,44630,50,7565.15,0.22,B+,2440,60     23
139,96,235,Cm,#NAME?,48030,200,7547,1,B+,3410,210.    23
138,97,235,Bk,x,52700,400,7524,2,B+,4670,450.    23
147,89,236,Ac,x,51220,40,7559.24,0.16,B-,4970,40     23
146,90,236,Th,x,46255,14,7576.97,0.06,B-,921,20     23
145,91,236,Pa,x,45334,14,7577.56,0.06,B-,2889,14     23
144,92,236,U,,42444.6,1.1,7586.484,0.005,B-,-930,50     23
143,93,236,Np,IT,43380,50,7579.21,0.21,B-,480,50     23
142,94,236,Pu,,42901.6,1.8,7577.918,0.008,,*,23
141,95,236,Am,#NAME?,46040,110,7561,0,B+,3140,110.    23
140,96,236,Cm,#NAME?,47855,18,7550.3,0.08,B+,1810,110.    23
139,97,236,Bk,x,53540,400,7523,2,B+,5690,400.    23
148,89,237,Ac,x,54020,400,7550,2,B-,4070,400.    23
147,90,237,Th,x,49955,16,7563.44,0.07,B-,2427,21     23
146,91,237,Pa,x,47528,13,7570.38,0.06,B-,2137,13     23
145,92,237,U,,45390.2,1.2,7576.102,0.005,B-,518.5,0.5   23
144,93,237,Np,,44871.7,1.1,7574.989,0.005,,*,23
143,94,237,Pu,,45091.7,1.7,7570.759,0.007,B+,220.1,1.3   23
142,95,237,Am,#NAME?,46570,60,7561,0,B+,1480,60.    23
141,96,237,Cm,#NAME?,49250,70,7546.62,0.3,B+,2680,90.    23
140,97,237,Bk,#NAME?,53190,220,7527,1,B+,3940,240.    23
139,98,237,Cf,#NAME?,57940,90,7503.3,0.4,B+,4750,240.    23
148,90,238,Th,#NAME?,52530,280,7555,1,B-,1630,280.    23
147,91,238,Pa,x,50894,16,7558.34,0.07,B-,3586,16     23
146,92,238,U,,47307.8,1.5,7570.125,0.006,B-,-146.9,1.2   23
145,93,238,Np,#NAME?,47454.7,1.1,7566.221,0.005,B-,1291.4,0.5   23
144,94,238,Pu,,46163.2,1.1,7568.36,0.005,,*,23
143,95,238,Am,#NAME?,48420,50,7555.58,0.21,B+,2260,50     23
142,96,238,Cm,#NAME?,49445,12,7548,0.05,B+,1020,50     23
141,97,238,Bk,#NAME?,54220,260,7525,1,B+,4770,260.    23
140,98,238,Cf,x,57280,300,7509,1,B+,3060,390.    23
149,90,239,Th,x,56450,400,7541,2,B-,3110,450.    23
148,91,239,Pa,x,53340,200,7550,1,B-,2770,200.    23
147,92,239,U,#NAME?,50572.7,1.5,7558.561,0.006,B-,1261.7,1.5   23
146,93,239,Np,,49311.1,1.3,7560.567,0.005,B-,722.8,0.9   23
145,94,239,Pu,,48588.3,1.1,7560.318,0.005,,*,23
144,95,239,Am,#NAME?,49390.4,2,7553.688,0.008,B+,802.1,1.7   23
143,96,239,Cm,#NAME?,51150,50,7543.06,0.23,B+,1760,50     23
142,97,239,Bk,#NAME?,54250,210,7527,1,B+,3100,210.    23
141,98,239,Cf,#NAME?,58270,210,7507,1,B+,4020,290.    23
140,99,239,Es,x,63560,300,7481,1,B+,5290,360.    23
149,91,240,Pa,x,56910,200,7538,1,B-,4190,200.    24
148,92,240,U,,52715.5,2.6,7551.77,0.011,B-,399,17     24
147,93,240,Np,,52316,17,7550.17,0.07,B-,2191,17     24
146,94,240,Pu,,50125.4,1.1,7556.042,0.005,,*,24
145,95,240,Am,#NAME?,51510,14,7547.01,0.06,B+,1385,14     24
144,96,240,Cm,,51724.3,1.9,7542.861,0.008,B+,214,14     24
143,97,240,Bk,-,55660,150,7523,1,B+,3940,150.    24
142,98,240,Cf,#NAME?,57991,19,7510.23,0.08,B+,2330,150.    24
141,99,240,Es,x,64200,400,7481,2,B+,6210,400.    24
150,91,241,Pa,x,59640,300,7528,1,B-,3440,360.    24
149,92,241,U,x,56200,200,7539,1,B-,1940,210.    24
148,93,241,Np,+,54260,70,7544.27,0.29,B-,1310,70     24
147,94,241,Pu,,52955.2,1.1,7546.439,0.005,B-,20.78,0.17  24
146,95,241,Am,,52934.4,1.1,7543.278,0.005,,*,24
145,96,241,Cm,,53701.8,1.6,7536.848,0.007,B+,767.4,1.2   24
144,97,241,Bk,-,56030,200,7524,1,B+,2330,200.    24
143,98,241,Cf,#NAME?,59330,170,7507,1,B+,3300,260.    24
142,99,241,Es,#NAME?,63860,230,7485,1,B+,4540,280.    24
141,100,241,Fm,x,69130,300,7460,1,B+,5260,370.    24
150,92,242,U,#NAME?,58620,200,7532,1,B-,1200,280.    24
149,93,242,Np,+,57420,200,7533.4,0.8,B-,2700,200     24
148,94,242,Pu,,54716.9,1.2,7541.327,0.005,B-,-751.1,0.7   24
147,95,242,Am,#NAME?,55468.1,1.1,7534.991,0.005,B-,664.3,0.4   24
146,96,242,Cm,,54803.8,1.1,7534.503,0.005,,*,24
145,97,242,Bk,-,57730,200,7519,1,B+,2930,200.    24
144,98,242,Cf,#NAME?,59387,13,7509.1,0.05,B+,1650,200.    24
143,99,242,Es,#NAME?,64800,260,7483,1,B+,5410,260.    24
142,100,242,Fm,x,68400,400,7465,2,B+,3600,480.    24
151,92,243,U,x,62360,300,7518,1,B-,2480,300.    24
150,93,243,Np,IT,59880,30,7525,0,B-,2120,30.    24
149,94,243,Pu,,57754.6,2.5,7531.008,0.01,B-,579.6,2.6   24
148,95,243,Am,,57175,1.4,7530.173,0.006,,*,24
147,96,243,Cm,#NAME?,57182,1.5,7526.925,0.006,B+,7,1.6   24
146,97,243,Bk,#NAME?,58690,5,7517.501,0.019,B+,1508,5     24
145,98,243,Cf,#NAME?,60990,110,7505,0,B+,2300,110.    24
144,99,243,Es,#NAME?,64750,210,7486,1,B+,3760,240.    24
143,100,243,Fm,#NAME?,69390,220,7464,1,B+,4640,300.    24
151,93,244,Np,x,63200,300,7514,1,B-,3400,300.    24
150,94,244,Pu,,59806,2.3,7524.815,0.01,B-,-73.2,2.7   24
149,95,244,Am,+,59879.2,1.5,7521.308,0.006,B-,1427.3,1.0   24
148,96,244,Cm,#NAME?,58451.9,1.1,7523.952,0.005,,*,24
147,97,244,Bk,#NAME?,60714,14,7511.47,0.06,B+,2262,14     24
146,98,244,Cf,,61478.2,2.6,7505.136,0.011,B+,764,15     24
145,99,244,Es,#NAME?,66030,180,7483,1,B+,4550,180.    24
144,100,244,Fm,#NAME?,68970,200,7468,1,B+,2940,270.    24
152,93,245,Np,x,65890,300,7505,1,B-,2710,300.    24
151,94,245,Pu,#NAME?,63178,14,7513.28,0.06,B-,1278,14     24
150,95,245,Am,#NAME?,61900.5,1.9,7515.303,0.008,B-,895.9,1.5   24
149,96,245,Cm,,61004.6,1.1,7515.767,0.005,,*,24
148,97,245,Bk,#NAME?,61813.8,1.8,7509.27,0.007,B+,809.3,1.5   24
147,98,245,Cf,,63385.2,2.4,7499.663,0.01,B+,1571.4,2.6   24
146,99,245,Es,#NAME?,66370,200,7484,1,B+,2980,200.    24
145,100,245,Fm,#NAME?,70190,200,7466,1,B+,3820,280.    24
144,101,245,Md,#NAME?,75270,310,7442,1,B+,5090,360.    24
152,94,246,Pu,,65395,15,7506.54,0.06,B-,401,14.    24
151,95,246,Am,IT,64994,18,7505,0,B-,2377,18.    24
150,96,246,Cm,,62617,1.5,7511.471,0.006,,*,24
149,97,246,Bk,-,63970,60,7502.8,0.24,B+,1350,60     24
148,98,246,Cf,,64090.3,1.5,7499.121,0.006,B+,120,60     24
147,99,246,Es,#NAME?,67900,220,7480,1,B+,3810,220.    24
146,100,246,Fm,#NAME?,70189,15,7467.97,0.06,B+,2290,220.    24
145,101,246,Md,#NAME?,76120,260,7441,1,B+,5930,260.    24
153,94,247,Pu,x,69110,200,7494,1,B-,1950,220.    24
152,95,247,Am,+,67150,100,7499,0,B-,1620,100.    24
151,96,247,Cm,,65533,4,7501.931,0.015,B-,44,6     24
150,97,247,Bk,#NAME?,65490,5,7498.94,0.021,,*,24
149,98,247,Cf,#NAME?,66104,15,7493.29,0.06,B+,614,16     24
148,99,247,Es,#NAME?,68578,19,7480.1,0.08,B+,2474,25     24
147,100,247,Fm,#NAME?,71670,120,7464,0,B+,3090,120.    24
146,101,247,Md,#NAME?,75940,210,7444,1,B+,4260,240.    24
153,95,248,Am,+,70560,200,7487,1,B-,3170,200.    24
152,96,248,Cm,,67392.8,2.4,7496.728,0.01,B-,-690,70.    24
151,97,248,Bk,IT,68080,70,7491,0,B-,840,70.    24
150,98,248,Cf,#NAME?,67238,5,7491.043,0.021,,*,24
149,99,248,Es,#NAME?,70300,50,7476,0,B+,3060,50.    24
148,100,248,Fm,,71898,8,7465.94,0.03,B+,1600,50.    24
147,101,248,Md,#NAME?,77150,240,7442,1,B+,5250,240.    24
146,102,248,No,#NAME?,80620,220,7424,1,B+,3470,330.    24
154,95,249,Am,x,73100,300,7479,1,B-,2350,300.    24
153,96,249,Cm,#NAME?,70750.7,2.4,7485.55,0.01,B-,904.3,2.6   24
152,97,249,Bk,+,69846.4,1.2,7486.04,0.005,B-,123.6,0.4   24
151,98,249,Cf,,69722.8,1.2,7483.394,0.005,,*,24
150,99,249,Es,#NAME?,71180,30,7474,0,B+,1450,30.    24
149,100,249,Fm,,73519,6,7461.864,0.025,B+,2340,30.    24
148,101,249,Md,#NAME?,77230,200,7444,1,B+,3710,200.    24
147,102,249,No,#NAME?,81780,280,7422,1,B+,4550,340.    24
154,96,250,Cm,#NAME?,72990,10,7478.94,0.04,B-,40,11     25
153,97,250,Bk,#NAME?,72950,4,7475.967,0.015,B-,1780,3     25
152,98,250,Cf,#NAME?,71170.4,1.5,7479.956,0.006,,*,25
151,99,250,Es,-,73230,100,7469,0,B+,2060,100.    25
150,100,250,Fm,,74072,8,7462.09,0.03,B+,850,100.    25
149,101,250,Md,#NAME?,78630,300,7441,1,B+,4560,300.    25
148,102,250,No,#NAME?,81560,200,7426,1,B+,2930,360.    25
155,96,251,Cm,+,76648,23,7466.72,0.09,B-,1420,20     25
154,97,251,Bk,+,75228,11,7469.26,0.04,B-,1093,10     25
153,98,251,Cf,#NAME?,74135,4,7470.5,0.016,,*,25
152,99,251,Es,#NAME?,74512,6,7465.881,0.024,B+,377,7     25
151,100,251,Fm,#NAME?,75954,15,7457.02,0.06,B+,1442,16     25
150,101,251,Md,#NAME?,78967,19,7441.9,0.08,B+,3013,24     25
149,102,251,No,IT,82850,110,7423,0,B+,3880,120.    25
148,103,251,Lr,x,87730,300,7401,1,B+,4880,320.    25
156,96,252,Cm,x,79060,300,7460,1,B-,520,360.    25
155,97,252,Bk,+,78540,200,7459,1,B-,2500,200.    25
154,98,252,Cf,#NAME?,76034.6,2.4,7465.347,0.009,B-,-1260,50     25
153,99,252,Es,-,77290,50,7457.24,0.2,B-,480,50     25
152,100,252,Fm,#NAME?,76816,5,7456.038,0.022,,*,25
151,101,252,Md,IT,80510,130,7438,1,B+,3700,130.    25
150,102,252,No,,82871,9,7425.8,0.04,B+,2360,130.    25
149,103,252,Lr,#NAME?,88740,240,7399,1,B+,5870,240.    25
156,97,253,Bk,#NAME?,80930,360,7451,1,B-,1630,360.    25
155,98,253,Cf,#NAME?,79302,4,7454.829,0.017,B-,291,4     25
154,99,253,Es,#NAME?,79010.5,1.2,7452.887,0.005,,*,25
153,100,253,Fm,#NAME?,79345.7,2.9,7448.47,0.012,B+,335.2,2.7   25
152,101,253,Md,#NAME?,81170,30,7438,0,B+,1830,30.    25
151,102,253,No,,84359,7,7422.471,0.027,B+,3190,30.    25
150,103,253,Lr,#NAME?,88580,200,7403,1,B+,4220,200.    25
149,104,253,Rf,#NAME?,93560,410,7380,2,B+,4980,460.    25
157,97,254,Bk,x,84390,300,7440,1,B-,3050,300.    25
156,98,254,Cf,#NAME?,81341,11,7449.23,0.05,B-,-649,12     25
155,99,254,Es,#NAME?,81991,4,7443.589,0.016,B-,1088,3     25
154,100,254,Fm,#NAME?,80902.8,2.4,7444.792,0.01,,*,25
153,101,254,Md,-,83450,100,7432,0,B+,2550,100.    25
152,102,254,No,,84723,10,7423.59,0.04,B+,1270,100.    25
151,103,254,Lr,#NAME?,89870,300,7400,1,B+,5150,300.    25
150,104,254,Rf,#NAME?,93200,280,7384,1,B+,3330,410.    25
157,98,255,Cf,+,84810,200,7438,1,B-,720,200.    25
156,99,255,Es,#NAME?,84089,11,7437.82,0.04,B-,290,10     25
155,100,255,Fm,#NAME?,83800,4,7435.888,0.017,,*,25
154,101,255,Md,#NAME?,84843,7,7428.729,0.026,B+,1043,8     25
153,102,255,No,x,86807,15,7417.96,0.06,B+,1964,16     25
152,103,255,Lr,x,89947,18,7402.58,0.07,B+,3140,23     25
151,104,255,Rf,#NAME?,94330,120,7382,0,B+,4380,120.    25
150,105,255,Db,#NAME?,99590,360,7359,1,B+,5260,380.    25
158,98,256,Cf,#NAME?,87040,310,7432,1,B-,-150,330.    25
157,99,256,Es,+,87190,100,7428,0,B-,1700,100.    25
156,100,256,Fm,#NAME?,85487,6,7431.78,0.022,,*,25
155,101,256,Md,IT,87460,120,7421,0,B+,1970,120.    25
154,102,256,No,#NAME?,87822,8,7416.55,0.03,B+,370,120.    25
153,103,256,Lr,x,91750,80,7398.2,0.3,B+,3920,80     25
152,104,256,Rf,#NAME?,94222,18,7385.43,0.07,B+,2480,80     25
151,105,256,Db,#NAME?,100500,240,7358,1,B+,6280,240.    25
158,99,257,Es,#NAME?,89400,410,7422,2,B-,810,410.    25
157,100,257,Fm,#NAME?,88590,4,7422.194,0.017,,*,25
156,101,257,Md,#NAME?,88993.1,1.6,7417.582,0.006,B+,403,5     25
155,102,257,No,#NAME?,90247,7,7409.657,0.026,B+,1254,7     25
154,103,257,Lr,#NAME?,92670,40,7397,0,B+,2420,50.    25
153,104,257,Rf,#NAME?,95866,11,7381.7,0.04,B+,3200,50.    25
152,105,257,Db,#NAME?,100210,200,7362,1,B+,4340,200.    25
159,99,258,Es,x,92700,400,7412,2,B-,2280,450.    25
158,100,258,Fm,#NAME?,90430,200,7418,1,B-,-1260,200.    25
157,101,258,Md,#NAME?,91687,4,7409.675,0.017,B-,210,100.    25
156,102,258,No,#NAME?,91480,100,7407,0,,*,25
155,103,258,Lr,#NAME?,94780,100,7392,0,B+,3300,140.    25
154,104,258,Rf,#NAME?,96340,30,7382.54,0.12,B+,1560,110.    25
153,105,258,Db,#NAME?,101800,310,7358,1,B+,5460,310.    25
152,106,258,Sg,#NAME?,105240,410,7342,2,B+,3450,510.    25
159,100,259,Fm,#NAME?,93700,280,7407,1,B-,80,350.    25
158,101,259,Md,#NAME?,93620,200,7405,1,,*,25
157,102,259,No,#NAME?,94079,7,7399.974,0.025,B+,450,200.    25
156,103,259,Lr,#NAME?,95850,70,7390,0,B+,1770,70.    25
155,104,259,Rf,#NAME?,98360,70,7377,0,B+,2510,100.    25
154,105,259,Db,#NAME?,101990,50,7360.36,0.2,B+,3630,90.    25
153,106,259,Sg,#NAME?,106520,120,7340,0,B+,4530,130.    25
160,100,260,Fm,#NAME?,95770,440,7402,2,B-,-790,540.    26
159,101,260,Md,#NAME?,96550,320,7396,1,B-,940,370.    26
158,102,260,No,#NAME?,95610,200,7397,1,,*,26
157,103,260,Lr,#NAME?,98280,120,7383,0,B+,2670,240.    26
156,104,260,Rf,#NAME?,99150,200,7377,1,B+,870,240.    26
155,105,260,Db,#NAME?,103670,90,7357,0,B+,4530,220.    26
154,106,260,Sg,#NAME?,106548,21,7342.56,0.08,B+,2880,100.    26
153,107,260,Bh,#NAME?,113320,250,7313,1,B+,6780,250.    26
160,101,261,Md,#NAME?,98580,510,7391,2,B-,120,550.    26
159,102,261,No,#NAME?,98460,200,7388,1,,*,26
158,103,261,Lr,#NAME?,99560,200,7381,1,B+,1100,280.    26
157,104,261,Rf,#NAME?,101320,50,7371.38,0.19,B+,1760,210.    26
156,105,261,Db,#NAME?,104310,110,7357,0,B+,2990,120.    26
155,106,261,Sg,#NAME?,108005,18,7339.77,0.07,B+,3700,110.    26
154,107,261,Bh,#NAME?,113130,210,7317,1,B+,5130,210.    26
161,101,262,Md,#NAME?,101630,500,7382,2,B-,1530,620.    26
160,102,262,No,#NAME?,100100,360,7385,1,,*,26
159,103,262,Lr,#NAME?,102100,200,7374,1,B+,2000,410.    26
158,104,262,Rf,#NAME?,102390,220,7370,1,B+,290,300.    26
157,105,262,Db,#NAME?,106250,140,7352,1,B+,3860,270.    26
156,106,262,Sg,#NAME?,108370,40,7341.19,0.14,B+,2110,150.    26
155,107,262,Bh,#NAME?,114540,310,7315,1,B+,6180,310.    26
161,102,263,No,#NAME?,103130,490,7376,2,,*,26
160,103,263,Lr,#NAME?,103730,280,7371,1,B+,600,570.    26
159,104,263,Rf,#NAME?,104760,150,7364,1,B+,1030,320.    26
158,105,263,Db,#NAME?,107110,170,7352,1,B+,2360,230.    26
157,106,263,Sg,#NAME?,110190,100,7337,0,B+,3080,190.    26
156,107,263,Bh,#NAME?,114500,310,7318,1,B+,4310,320.    26
155,108,263,Hs,#NAME?,119680,130,7295,0,B+,5180,330.    26
162,102,264,No,#NAME?,105010,590,7371,2,B-,-1370,730.    26
161,103,264,Lr,#NAME?,106380,440,7363,2,B-,300,570.    26
160,104,264,Rf,#NAME?,106080,360,7361,1,,*,26
159,105,264,Db,#NAME?,109360,240,7346,1,B+,3290,430.    26
158,106,264,Sg,#NAME?,110780,280,7338,1,B+,1420,370.    26
157,107,264,Bh,#NAME?,116060,180,7315,1,B+,5280,330.    26
156,108,264,Hs,#NAME?,119563,29,7298.38,0.11,B+,3510,180.    26
162,103,265,Lr,#NAME?,108230,550,7359,2,,*,26
161,104,265,Rf,#NAME?,108690,360,7354,1,B+,460,660.    26
160,105,265,Db,#NAME?,110480,220,7344,1,B+,1790,420.    26
159,106,265,Sg,#NAME?,112790,120,7333,0,B+,2310,260.    26
158,107,265,Bh,#NAME?,116420,230,7316,1,B+,3620,260.    26
157,108,265,Hs,#NAME?,120900,24,7296.25,0.09,B+,4490,240.    26
156,109,265,Mt,#NAME?,126680,450,7271,2,B+,5780,450.    26
163,103,266,Lr,#NAME?,111620,580,7349,2,B-,1550,750.    26
162,104,266,Rf,#NAME?,110080,470,7352,2,,*,26
161,105,266,Db,#NAME?,112740,280,7339,1,B+,2660,550.    26
160,106,266,Sg,#NAME?,113620,250,7332,1,B+,880,370.    26
159,107,266,Bh,#NAME?,118100,160,7313,1,B+,4490,290.    26
158,108,266,Hs,#NAME?,121140,40,7298.27,0.15,B+,3030,170.    26
157,109,266,Mt,#NAME?,127960,310,7270,1,B+,6830,310.    26
163,104,267,Rf,#NAME?,113440,580,7342,2,,*,26
162,105,267,Db,#NAME?,114070,410,7336,2,B+,630,710.    26
161,106,267,Sg,#NAME?,115810,260,7327,1,B+,1730,490.    26
160,107,267,Bh,#NAME?,118770,260,7313,1,B+,2960,370.    26
159,108,267,Hs,#NAME?,122650,100,7295,0,B+,3890,280.    26
158,109,267,Mt,#NAME?,127790,500,7273,2,B+,5140,510.    26
157,110,267,Ds,#NAME?,133880,140,7248,1,B+,6090,520.    26
164,104,268,Rf,#NAME?,115480,660,7337,2,B-,-1590,850.    26
163,105,268,Db,#NAME?,117060,530,7328,2,B-,260,710.    26
162,106,268,Sg,#NAME?,116800,470,7326,2,,*,26
161,107,268,Bh,#NAME?,120810,380,7308,1,B+,4010,610.    26
160,108,268,Hs,#NAME?,122830,280,7298,1,B+,2020,480.    26
159,109,268,Mt,#NAME?,129150,230,7271,1,B+,6320,370.    26
158,110,268,Ds,#NAME?,133650,300,7252,1,B+,4500,380.    26
164,105,269,Db,#NAME?,119150,620,7323,2,,*,26
163,106,269,Sg,#NAME?,119760,360,7318,1,B+,610,720.    26
162,107,269,Bh,#NAME?,121480,370,7309,1,B+,1720,520.    26
161,108,269,Hs,#NAME?,124560,120,7294,0,B+,3090,390.    26
160,109,269,Mt,#NAME?,129370,460,7273,2,B+,4810,480.    26
159,110,269,Ds,#NAME?,134830,30,7250.15,0.12,B+,5470,460.    26
165,105,270,Db,#NAME?,122310,620,7314,2,B-,820,830.    27
164,106,270,Sg,#NAME?,121490,560,7314,2,,*,27
163,107,270,Bh,#NAME?,124230,290,7301,1,B+,2740,630.    27
162,108,270,Hs,#NAME?,125110,250,7295,1,B+,890,380.    27
161,109,270,Mt,#NAME?,130710,170,7271,1,B+,5600,300.    27
160,110,270,Ds,#NAME?,134680,50,7253.77,0.18,B+,3970,180.    27
165,106,271,Sg,#NAME?,124760,590,7305,2,,*,27
164,107,271,Bh,#NAME?,125920,420,7298,2,B+,1160,720.    27
163,108,271,Hs,#NAME?,127740,280,7288,1,B+,1820,500.    27
162,109,271,Mt,#NAME?,131100,330,7273,1,B+,3360,430.    27
161,110,271,Ds,#NAME?,135950,100,7252,0,B+,4850,340.    27
166,106,272,Sg,#NAME?,126580,730,7301,3,,*,27
165,107,272,Bh,#NAME?,128790,530,7290,2,B+,2210,900.    27
164,108,272,Hs,#NAME?,129010,510,7286,2,B+,220,740.    27
163,109,272,Mt,#NAME?,133580,490,7267,2,B+,4580,700.    27
162,110,272,Ds,#NAME?,136020,410,7255,2,B+,2430,640.    27
161,111,272,Rg,#NAME?,142770,230,7227,1,B+,6760,470.    27
167,106,273,Sg,x,130020,500,7291,2,,*,27
166,107,273,Bh,#NAME?,130630,690,7286,3,B+,620,860.    27
165,108,273,Hs,#NAME?,131890,370,7279,1,B+,1260,780.    27
164,109,273,Mt,#NAME?,134710,420,7265,2,B+,2820,560.    27
163,110,273,Ds,#NAME?,138360,130,7249,0,B+,3640,450.    27
162,111,273,Rg,#NAME?,142700,530,7231,2,B+,4340,540.    27
167,107,274,Bh,#NAME?,133680,620,7278,2,B-,200,860.    27
166,108,274,Hs,#NAME?,133490,590,7276,2,,*,27
165,109,274,Mt,#NAME?,137250,350,7259,1,B+,3760,690.    27
164,110,274,Ds,#NAME?,139200,390,7249,1,B+,1950,530.    27
163,111,274,Rg,#NAME?,144610,180,7227,1,B+,5420,430.    27
168,107,275,Bh,x,135690,600,7273,2,,*,27
167,108,275,Hs,#NAME?,136620,590,7267,2,B+,930,840.    27
166,109,275,Mt,#NAME?,138830,420,7256,2,B+,2210,720.    27
165,110,275,Ds,#NAME?,141570,410,7244,1,B+,2740,590.    27
164,111,275,Rg,#NAME?,145300,520,7227,2,B+,3730,660.    27
168,108,276,Hs,#NAME?,138290,750,7264,3,,*,27
167,109,276,Mt,#NAME?,141320,530,7250,2,B+,3030,920.    27
166,110,276,Ds,#NAME?,142540,550,7243,2,B+,1230,760.    27
165,111,276,Rg,#NAME?,147490,630,7222,2,B+,4950,830.    27
164,112,276,Cn,x,150350,600,7209,2,B+,2870,870.    27
169,108,277,Hs,#NAME?,141490,540,7255,2,,*,27
168,109,277,Mt,#NAME?,142970,700,7247,3,B+,1480,880.    27
167,110,277,Ds,#NAME?,145140,380,7237,1,B+,2170,800.    27
166,111,277,Rg,#NAME?,148340,520,7222,2,B+,3200,650.    27
165,112,277,Cn,#NAME?,152400,140,7205,1,B+,4070,540.    27
169,109,278,Mt,#NAME?,145740,620,7240,2,,*,27
